ID,Company Name,Job Title,Level,Location,City,State,Company Size (By Category),Company Size,Min Company Size,Max Company Size,Industry,Rating,Salary Estimate,Min Salary,Max Salary,Avg Salary
954,A2C Consulting,Data Analyst,Mid,"Philadelphia, PA",Philadelphia,PA,Small,1–50,1,50,Professional Services,3.6,$64K-$113K,64000,113000,88500
955,Eurofins,Technical Data Analyst,Mid,"West Point, PA",West Point,PA,Enterprise,10000+,10000,10000,Healthcare,3.4,$64K-$113K,64000,113000,88500
956,Eurofins,Healthcare/Clinical Analyst,Mid,"West Point, PA",West Point,PA,Enterprise,10000+,10000,10000,Healthcare,3.4,$64K-$113K,64000,113000,88500
957,Freedom Mortgage,Data Analyst,Mid,"Marlton, NJ",Marlton,NJ,Large,1001–5000,1001,5000,Financial,4.2,$64K-$113K,64000,113000,88500
958,Cambridge Advisory Group,Data Analyst,Senior,"King of Prussia, PA",King of Prussia,PA,Small,1–50,1,50,Professional Services,5.0,$64K-$113K,64000,113000,88500
959,Cooper University Health Care,Senior Data Analyst,Senior,"Camden, NJ",Camden,NJ,Large,5001–10000,5001,10000,Healthcare,3.3,$64K-$113K,64000,113000,88500
960,Diverse Lynx,Technical Data Analyst,Mid,"Malvern, PA",Malvern,PA,Medium,501–1000,501,1000,Technology,3.9,$64K-$113K,64000,113000,88500
961,Amerihealth,Data Analyst,Mid,"Philadelphia, PA",Philadelphia,PA,Large,5001–10000,5001,10000,Financial,3.7,$64K-$113K,64000,113000,88500
962,Forfeiture Support Associates,Data Analyst,Mid,"Philadelphia, PA",Philadelphia,PA,Large,1001–5000,1001,5000,Professional Services,2.8,$64K-$113K,64000,113000,88500
963,"Management Decisions, Inc.",Technical Data Analyst,Mid,"Philadelphia, PA",Philadelphia,PA,Small,1–50,1,50,Media/Advertising,1.6,$64K-$113K,64000,113000,88500
964,Techusa,Senior Data Analyst,Senior,"Philadelphia, PA",Philadelphia,PA,Large,1001–5000,1001,5000,Professional Services,2.7,$64K-$113K,64000,113000,88500
965,Srg Woolf,Technical Data Analyst,Mid,"King of Prussia, PA",King of Prussia,PA,Small,1–50,1,50,Technology,4.6,$50K-$93K,50000,93000,71500
966,"Login Consulting Services, Inc",Data Analyst,Senior,"Allegheny West, PA",Allegheny West,PA,Small,51–200,51,200,Professional Services,3.8,$50K-$93K,50000,93000,71500
967,Adaptimmune Ltd,Data Analyst,Mid,"Philadelphia, PA",Philadelphia,PA,Medium,201–500,201,500,Healthcare,3.3,$50K-$93K,50000,93000,71500
968,Trillium Solutions Group,Business Data Analyst,Mid,"Horsham, PA",Horsham,PA,Small,1–50,1,50,Technology,4.8,$50K-$93K,50000,93000,71500
969,The Judge Group,Data Analyst,Mid,"Wilmington, DE",Wilmington,DE,Large,1001–5000,1001,5000,Professional Services,3.5,$50K-$93K,50000,93000,71500
970,"Staffigo Technical Services, Llc",Junior Data Analyst,Junior,"Wilmington, DE",Wilmington,DE,Small,51–200,51,200,Technology,5.0,$50K-$93K,50000,93000,71500
971,Te Connectivity,Data Science Analyst,Mid,"Berwyn, PA",Berwyn,PA,Enterprise,10000+,10000,10000,Manufacturing,3.6,$50K-$93K,50000,93000,71500
972,Freedom Mortgage,Data Analyst,Senior,"Marlton, NJ",Marlton,NJ,Large,1001–5000,1001,5000,Financial,4.2,$50K-$93K,50000,93000,71500
973,Amerihealth Caritas,Data Analyst,Senior,"Philadelphia, PA",Philadelphia,PA,Large,5001–10000,5001,10000,Financial,3.1,$50K-$93K,50000,93000,71500
974,"Management Decisions, Inc.",BI Data Analyst,Mid,"Philadelphia, PA",Philadelphia,PA,Small,1–50,1,50,Media/Advertising,1.6,$50K-$93K,50000,93000,71500
975,Piper Companies,Business Data Analyst,Mid,"Horsham, PA",Horsham,PA,Medium,201–500,201,500,Professional Services,4.5,$50K-$93K,50000,93000,71500
976,Future Technologies Inc.,Data Analyst,Mid,"Moorestown, NJ",Moorestown,NJ,Large,1001–5000,1001,5000,Professional Services,3.3,$50K-$93K,50000,93000,71500
977,Bny Mellon,Senior Data Analyst,Senior,"Wilmington, DE",Wilmington,DE,Enterprise,10000+,10000,10000,Financial,3.2,$50K-$93K,50000,93000,71500
978,"Zachary Piper Solutions, Llc",Data Analyst,Mid,"Horsham, PA",Horsham,PA,Small,51–200,51,200,Technology,3.9,$50K-$93K,50000,93000,71500
979,Fox Chase Cancer Center,Healthcare/Clinical Analyst,Mid,"Philadelphia, PA",Philadelphia,PA,Large,1001–5000,1001,5000,Healthcare,4.0,$50K-$93K,50000,93000,71500
980,Kforce,Senior Data Analyst,Senior,"Wilmington, DE",Wilmington,DE,Enterprise,10000+,10000,10000,Professional Services,4.1,$50K-$93K,50000,93000,71500
981,"Technocrafts, Inc.",Technical Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Small,1–50,1,50,Technology,3.9,$37K-$68K,37000,68000,52500
982,Ionidea,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Large,1001–5000,1001,5000,Technology,3.4,$37K-$68K,37000,68000,52500
983,Cynet Systems,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Medium,501–1000,501,1000,Technology,4.0,$37K-$68K,37000,68000,52500
984,Integrated Resources,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Medium,201–500,201,500,Professional Services,3.1,$37K-$68K,37000,68000,52500
985,Deacon Recruiting,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Small,1–50,1,50,Professional Services,3.0,$37K-$68K,37000,68000,52500
986,Indotronix International Corporation,Data Reporting Analyst,Mid,"San Antonio, TX",San Antonio,TX,Medium,501–1000,501,1000,Technology,3.9,$37K-$68K,37000,68000,52500
987,Diverse Lynx,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Medium,501–1000,501,1000,Technology,3.9,$37K-$68K,37000,68000,52500
988,Huntington Ingalls Industries,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Enterprise,10000+,10000,10000,Government,3.7,$37K-$68K,37000,68000,52500
989,Principle Auto,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Medium,501–1000,501,1000,Retail,4.1,$37K-$68K,37000,68000,52500
990,C2 Gps- Alamo Workforce,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Medium,501–1000,501,1000,Professional Services,3.4,$37K-$68K,37000,68000,52500
991,Vantage Bank Texas,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Medium,201–500,201,500,Financial,3.4,$37K-$68K,37000,68000,52500
992,H E B,Data Reporting Analyst,Mid,"San Antonio, TX",San Antonio,TX,Enterprise,10000+,10000,10000,Retail,4.3,$37K-$68K,37000,68000,52500
993,"Ciconix, Llc",Healthcare/Clinical Analyst,Mid,"San Antonio, TX",San Antonio,TX,Small,1–50,1,50,Government,4.0,$37K-$68K,37000,68000,52500
994,Njvc,Healthcare/Clinical Analyst,Mid,"San Antonio, TX",San Antonio,TX,Large,1001–5000,1001,5000,Technology,2.8,$37K-$68K,37000,68000,52500
995,Randstad,Business Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Large,1001–5000,1001,5000,Professional Services,3.7,$37K-$68K,37000,68000,52500
996,"Staffigo Technical Services, Llc",Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Small,51–200,51,200,Technology,5.0,$37K-$68K,37000,68000,52500
997,Deacon Recruiting,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Small,1–50,1,50,Professional Services,3.0,$37K-$68K,37000,68000,52500
998,"Amyx, Inc.",Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Medium,501–1000,501,1000,Technology,4.0,$37K-$68K,37000,68000,52500
999,Scaleworks,Senior Data Analyst,Senior,"San Antonio, TX",San Antonio,TX,Small,1–50,1,50,Technology,4.5,$37K-$68K,37000,68000,52500
1000,Hcl Technologies Ltd.,Senior Data Analyst,Senior,"San Antonio, TX",San Antonio,TX,Enterprise,10000+,10000,10000,Technology,3.5,$37K-$68K,37000,68000,52500
1001,Cdo Technologies Inc,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Medium,201–500,201,500,Technology,3.3,$37K-$68K,37000,68000,52500
1002,Cherokee Federal,Healthcare/Clinical Analyst,Mid,"San Antonio, TX",San Antonio,TX,Small,1–50,1,50,Financial,-1.0,$37K-$68K,37000,68000,52500
1003,Kforce,Senior Data Analyst,Senior,"San Antonio, TX",San Antonio,TX,Enterprise,10000+,10000,10000,Professional Services,4.1,$37K-$68K,37000,68000,52500
1004,Petco,Senior Data Analyst,Senior,"San Antonio, TX",San Antonio,TX,Enterprise,10000+,10000,10000,Retail,2.9,$37K-$68K,37000,68000,52500
1005,Eteam Inc.,Healthcare/Clinical Analyst,Mid,"San Antonio, TX",San Antonio,TX,Small,51–200,51,200,Healthcare,3.7,$37K-$68K,37000,68000,52500
1006,Lmi,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Large,1001–5000,1001,5000,Professional Services,4.0,$37K-$68K,37000,68000,52500
1007,Camris International,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Medium,201–500,201,500,Government,4.0,$37K-$68K,37000,68000,52500
1008,General Dynamics Information Technology,Data Analyst,Mid,"Lackland AFB, TX",Lackland AFB,TX,Enterprise,10000+,10000,10000,Technology,3.5,$37K-$68K,37000,68000,52500
1009,Convene Technologies,Senior Data Analyst,Senior,"San Antonio, TX",San Antonio,TX,Small,51–200,51,200,Technology,3.3,$73K-$89K,73000,89000,81000
1010,Cyber Warrior Network,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Small,1–50,1,50,Technology,-1.0,$73K-$89K,73000,89000,81000
1011,Nana,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Large,1001–5000,1001,5000,Social Services,2.6,$73K-$89K,73000,89000,81000
1012,Akima Management Services,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Large,5001–10000,5001,10000,Government,3.3,$73K-$89K,73000,89000,81000
1013,Diverse Lynx,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Medium,501–1000,501,1000,Technology,3.9,$73K-$89K,73000,89000,81000
1014,Chenega Healthcare Services,Healthcare/Clinical Analyst,Mid,"San Antonio, TX",San Antonio,TX,Medium,501–1000,501,1000,Healthcare,3.8,$73K-$89K,73000,89000,81000
1015,Kforce,Data Science Analyst,Mid,"San Antonio, TX",San Antonio,TX,Enterprise,10000+,10000,10000,Professional Services,4.1,$73K-$89K,73000,89000,81000
1016,"Cherokee Nation Businesses, Llc",Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Large,1001–5000,1001,5000,Professional Services,3.2,$73K-$89K,73000,89000,81000
1017,Spectrum Comm,Technical Data Analyst,Mid,"Lackland AFB, TX",Lackland AFB,TX,Small,51–200,51,200,Government,3.8,$73K-$89K,73000,89000,81000
1018,"Amyx, Inc.",Data Analyst,Senior,"San Antonio, TX",San Antonio,TX,Medium,501–1000,501,1000,Technology,4.0,$73K-$89K,73000,89000,81000
1019,Cherokee Federal,Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Small,1–50,1,50,Financial,-1.0,$73K-$89K,73000,89000,81000
1020,Peyton Resource Group,Data Analyst,Senior,"San Antonio, TX",San Antonio,TX,Small,1–50,1,50,Professional Services,3.9,$73K-$89K,73000,89000,81000
1021,Softcom Systems,Technical Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Small,1–50,1,50,Technology,4.4,$73K-$89K,73000,89000,81000
1022,Cdo Technologies Inc,Technical Data Analyst,Mid,"San Antonio, TX",San Antonio,TX,Medium,201–500,201,500,Technology,3.3,$73K-$89K,73000,89000,81000
1023,Cherokee Federal,Data Analyst,Mid,"Fort Sam Houston, TX",Fort Sam Houston,TX,Small,1–50,1,50,Financial,-1.0,$73K-$89K,73000,89000,81000
1024,Strategic Staffing Solutions,Data Analyst,Senior,"San Antonio, TX",San Antonio,TX,Large,1001–5000,1001,5000,Professional Services,3.1,$73K-$89K,73000,89000,81000
1025,Strategic Staffing Solutions,Senior Data Analyst,Senior,"San Antonio, TX",San Antonio,TX,Large,1001–5000,1001,5000,Professional Services,3.1,$73K-$89K,73000,89000,81000
1026,Caci International,Technical Data Analyst,Mid,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Government,3.6,$76K-$122K,76000,122000,99000
1027,Midland Credit Management,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Large,1001–5000,1001,5000,Financial,3.3,$76K-$122K,76000,122000,99000
1028,Uc San Diego,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Education,4.3,$76K-$122K,76000,122000,99000
1029,Healthstream,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Medium,501–1000,501,1000,Education,3.0,$76K-$122K,76000,122000,99000
1030,Conflux Systems Inc.,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Small,1–50,1,50,Professional Services,4.5,$76K-$122K,76000,122000,99000
1031,22Nd Century Technologies,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Large,1001–5000,1001,5000,Technology,3.7,$76K-$122K,76000,122000,99000
1032,University Of California,Financial Data Analyst,Mid,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Education,4.2,$76K-$122K,76000,122000,99000
1033,University Of California - San Diego Medical Centers,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Healthcare,3.7,$76K-$122K,76000,122000,99000
1034,Client Solution Architects,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Medium,201–500,201,500,Government,3.4,$76K-$122K,76000,122000,99000
1035,Cue,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Small,51–200,51,200,Healthcare,4.2,$76K-$122K,76000,122000,99000
1036,"Staffigo Technical Services, Llc",Junior Data Analyst,Junior,"San Diego, CA",San Diego,CA,Small,51–200,51,200,Technology,5.0,$76K-$122K,76000,122000,99000
1037,Encore Capital Group,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Large,5001–10000,5001,10000,Financial,3.2,$76K-$122K,76000,122000,99000
1038,Healthstream,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Medium,501–1000,501,1000,Education,3.0,$76K-$122K,76000,122000,99000
1039,Promedia,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Small,1–50,1,50,Media/Advertising,4.4,$76K-$122K,76000,122000,99000
1040,Axos Bank,Senior Data Analyst,Senior,"San Diego, CA",San Diego,CA,Large,1001–5000,1001,5000,Financial,3.4,$76K-$122K,76000,122000,99000
1041,Sayva Solutions,Business Data Analyst,Mid,"San Diego, CA",San Diego,CA,Small,51–200,51,200,Professional Services,4.8,$76K-$122K,76000,122000,99000
1042,Stem,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Small,51–200,51,200,Other Industries,3.2,$76K-$122K,76000,122000,99000
1043,Tandem Diabetes,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Large,1001–5000,1001,5000,Healthcare,3.8,$76K-$122K,76000,122000,99000
1044,Illumina,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Large,5001–10000,5001,10000,Healthcare,3.9,$76K-$122K,76000,122000,99000
1045,Forfeiture Support Associates,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Large,1001–5000,1001,5000,Professional Services,2.8,$76K-$122K,76000,122000,99000
1046,General Dynamics,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Government,3.5,$76K-$122K,76000,122000,99000
1047,"Staffigo Technical Services, Llc",Data Analyst,Mid,"San Diego, CA",San Diego,CA,Small,51–200,51,200,Technology,5.0,$76K-$122K,76000,122000,99000
1048,"Dexcom, Inc.",Data Analyst,Mid,"San Diego, CA",San Diego,CA,Large,1001–5000,1001,5000,Healthcare,3.5,$76K-$122K,76000,122000,99000
1049,Bd,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Healthcare,3.6,$76K-$122K,76000,122000,99000
1050,Vertex Pharmaceuticals,Data Science Analyst,Mid,"San Diego, CA",San Diego,CA,Large,1001–5000,1001,5000,Healthcare,3.3,$60K-$124K,60000,124000,92000
1051,Kelly,Technical Data Analyst,Mid,"San Diego, CA",San Diego,CA,Large,5001–10000,5001,10000,Technology,3.4,$60K-$124K,60000,124000,92000
1052,Kaiser Permanente,Senior Data Analyst,Senior,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Healthcare,4.0,$60K-$124K,60000,124000,92000
1053,Illumina,Data Analyst,Senior,"San Diego, CA",San Diego,CA,Large,5001–10000,5001,10000,Healthcare,3.9,$60K-$124K,60000,124000,92000
1054,Uc San Diego,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Education,4.3,$60K-$124K,60000,124000,92000
1055,Web Shop Manager,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Small,1–50,1,50,Technology,4.2,$60K-$124K,60000,124000,92000
1056,Housecall Pro,Data Analyst,Senior,"San Diego, CA",San Diego,CA,Small,51–200,51,200,Technology,4.6,$60K-$124K,60000,124000,92000
1057,Intuit,Data Analyst,Senior,"San Diego, CA",San Diego,CA,Large,5001–10000,5001,10000,Technology,4.4,$60K-$124K,60000,124000,92000
1058,University Of California - San Diego Medical Centers,Financial Data Analyst,Mid,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Healthcare,3.7,$60K-$124K,60000,124000,92000
1059,Intuit,Data Analyst,Senior,"San Diego, CA",San Diego,CA,Large,5001–10000,5001,10000,Technology,4.4,$60K-$124K,60000,124000,92000
1060,Centene Corporation,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Financial,3.3,$60K-$124K,60000,124000,92000
1061,"Verity, A Healthstream Company",Data Analyst,Mid,"San Diego, CA",San Diego,CA,Medium,201–500,201,500,Technology,4.1,$60K-$124K,60000,124000,92000
1062,Web Shop Manager,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Small,1–50,1,50,Technology,4.2,$60K-$124K,60000,124000,92000
1063,Uc San Diego,Financial Data Analyst,Mid,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Education,4.3,$60K-$124K,60000,124000,92000
1064,"Staffigo Technical Services, Llc",Junior Data Analyst,Junior,"San Diego, CA",San Diego,CA,Small,51–200,51,200,Technology,5.0,$60K-$124K,60000,124000,92000
1065,Russell Tobin & Associates,Senior Data Analyst,Senior,"San Diego, CA",San Diego,CA,Small,51–200,51,200,Professional Services,3.5,$60K-$124K,60000,124000,92000
1066,Perspecta,Technical Data Analyst,Mid,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Government,3.3,$60K-$124K,60000,124000,92000
1067,Medimpact,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Large,1001–5000,1001,5000,Other Industries,2.5,$60K-$124K,60000,124000,92000
1068,Sycuan Casino,Technical Data Analyst,Mid,"El Cajon, CA",El Cajon,CA,Large,1001–5000,1001,5000,Other Industries,3.3,$60K-$124K,60000,124000,92000
1069,California State University,Technical Data Analyst,Mid,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Education,4.1,$60K-$124K,60000,124000,92000
1070,"Sunrise Systems, Inc.",Technical Data Analyst,Mid,"San Diego, CA",San Diego,CA,Medium,501–1000,501,1000,Technology,3.7,$60K-$124K,60000,124000,92000
1071,University Of California - San Diego Medical Centers,Data Science Analyst,Mid,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Healthcare,3.7,$60K-$124K,60000,124000,92000
1072,World Wide Technology,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Large,5001–10000,5001,10000,Technology,4.2,$60K-$124K,60000,124000,92000
1073,The Carrera Agency,Data Analyst,Senior,"San Diego, CA",San Diego,CA,Small,51–200,51,200,Professional Services,4.9,$60K-$124K,60000,124000,92000
1074,General Dynamics Information Technology,Healthcare/Clinical Analyst,Mid,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Technology,3.5,$60K-$124K,60000,124000,92000
1075,Uc San Diego,Data Analyst,Mid,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Education,4.3,$34K-$61K,34000,61000,47500
1076,Kelly It,Technical Data Analyst,Mid,"San Diego, CA",San Diego,CA,Medium,501–1000,501,1000,Technology,3.4,$34K-$61K,34000,61000,47500
1077,Vervent,Financial Data Analyst,Senior,"San Diego, CA",San Diego,CA,Medium,501–1000,501,1000,Financial,3.5,$34K-$61K,34000,61000,47500
1078,Perspecta,Senior Data Analyst,Senior,"San Diego, CA",San Diego,CA,Enterprise,10000+,10000,10000,Government,3.3,$34K-$61K,34000,61000,47500
1079,Sbg Techology Solutions,Senior Data Analyst,Senior,"San Diego, CA",San Diego,CA,Small,51–200,51,200,Technology,3.7,$34K-$61K,34000,61000,47500
1080,"Insight Enterprises, Inc.",Junior Data Analyst,Junior,"Plano, TX",Plano,TX,Large,5001–10000,5001,10000,Technology,4.1,$24K-$48K,24000,48000,36000
1081,"Insight Enterprises, Inc.",Data Analyst,Mid,"Plano, TX",Plano,TX,Large,5001–10000,5001,10000,Technology,4.1,$24K-$48K,24000,48000,36000
1082,Harris Computer,Technical Data Analyst,Mid,"Allen, TX",Allen,TX,Large,5001–10000,5001,10000,Technology,4.3,$24K-$48K,24000,48000,36000
1083,Lidl,Junior Data Analyst,Junior,"Arlington, TX",Arlington,TX,Enterprise,10000+,10000,10000,Retail,3.3,$24K-$48K,24000,48000,36000
1084,Delmarva Foundation,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Medium,501–1000,501,1000,Professional Services,3.1,$24K-$48K,24000,48000,36000
1085,"Pieces Technology, Inc.",Junior Data Analyst,Junior,"Dallas, TX",Dallas,TX,Small,51–200,51,200,Technology,4.9,$24K-$48K,24000,48000,36000
1086,Addison Group,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Medium,501–1000,501,1000,Professional Services,3.3,$24K-$48K,24000,48000,36000
1087,Mondo,Technical Data Analyst,Mid,"Dallas, TX",Dallas,TX,Small,51–200,51,200,Technology,3.9,$24K-$48K,24000,48000,36000
1088,Peoplefun,Technical Data Analyst,Mid,"Richardson, TX",Richardson,TX,Small,1–50,1,50,Media/Advertising,5.0,$24K-$48K,24000,48000,36000
1089,The Richards Group,BI Data Analyst,Mid,"Dallas, TX",Dallas,TX,Medium,501–1000,501,1000,Media/Advertising,3.7,$24K-$48K,24000,48000,36000
1090,Federal Reserve Bank,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Large,1001–5000,1001,5000,Financial,3.7,$24K-$48K,24000,48000,36000
1091,"Infovision, Inc.",Data Analyst,Mid,"Dallas, TX",Dallas,TX,Large,1001–5000,1001,5000,Technology,4.4,$24K-$48K,24000,48000,36000
1092,Dallas County,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Medium,201–500,201,500,Government,3.1,$24K-$48K,24000,48000,36000
1093,Goldman Sachs,Data Science Analyst,Mid,"Dallas, TX",Dallas,TX,Enterprise,10000+,10000,10000,Financial,4.0,$24K-$48K,24000,48000,36000
1094,Atos,Data Analyst,Mid,"Irving, TX",Irving,TX,Enterprise,10000+,10000,10000,Technology,3.4,$24K-$48K,24000,48000,36000
1095,Yeti Technologies,Data Analyst,Mid,"Irving, TX",Irving,TX,Small,1–50,1,50,Technology,-1.0,$24K-$48K,24000,48000,36000
1096,Lidl,Data Analyst,Mid,"Arlington, TX",Arlington,TX,Enterprise,10000+,10000,10000,Retail,3.3,$24K-$48K,24000,48000,36000
1097,Nokia,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Enterprise,10000+,10000,10000,Other Industries,4.1,$24K-$48K,24000,48000,36000
1098,"The Judge Group, Inc.",Data Analyst,Mid,"Richardson, TX",Richardson,TX,Large,1001–5000,1001,5000,Professional Services,3.5,$24K-$48K,24000,48000,36000
1099,"Zenimax Media, Inc.",Data Analyst,Mid,"Dallas, TX",Dallas,TX,Medium,201–500,201,500,Technology,3.4,$24K-$48K,24000,48000,36000
1100,Match Group,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Large,1001–5000,1001,5000,Media/Advertising,2.8,$24K-$48K,24000,48000,36000
1101,Hilltop Holdings,Data Analyst,Mid,"Irving, TX",Irving,TX,Large,1001–5000,1001,5000,Financial,2.9,$24K-$48K,24000,48000,36000
1102,Texas Scottish Rite Hospital For Children,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Large,1001–5000,1001,5000,Healthcare,4.0,$24K-$48K,24000,48000,36000
1103,"Staffigo Technical Services, Llc",Junior Data Analyst,Junior,"Dallas, TX",Dallas,TX,Small,51–200,51,200,Technology,5.0,$24K-$48K,24000,48000,36000
1104,Capgemini,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Enterprise,10000+,10000,10000,Technology,3.8,$24K-$48K,24000,48000,36000
1105,Diversant Llc,Business Data Analyst,Mid,"Dallas, TX",Dallas,TX,Large,1001–5000,1001,5000,Professional Services,3.8,$30K-$53K,30000,53000,41500
1106,Dallas Isd,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Enterprise,10000+,10000,10000,Education,3.3,$30K-$53K,30000,53000,41500
1107,Signify Health,Data Quality Analyst,Mid,"Dallas, TX",Dallas,TX,Medium,501–1000,501,1000,Healthcare,3.6,$30K-$53K,30000,53000,41500
1108,Kforce,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Enterprise,10000+,10000,10000,Professional Services,4.1,$30K-$53K,30000,53000,41500
1109,Financial Additions,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Small,1–50,1,50,Financial,4.6,$30K-$53K,30000,53000,41500
1110,Dallas Independent School District,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Enterprise,10000+,10000,10000,Education,3.3,$30K-$53K,30000,53000,41500
1111,First American Financial Corporation,Data Analyst,Mid,"Irving, TX",Irving,TX,Enterprise,10000+,10000,10000,Financial,3.4,$30K-$53K,30000,53000,41500
1112,Signify Health,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Medium,501–1000,501,1000,Healthcare,3.6,$30K-$53K,30000,53000,41500
1113,Federal Reserve Bank (Frb),Data Analyst,Mid,"Dallas, TX",Dallas,TX,Large,1001–5000,1001,5000,Government,4.1,$30K-$53K,30000,53000,41500
1114,Vitalware Llc,Healthcare/Clinical Analyst,Mid,"Dallas, TX",Dallas,TX,Small,51–200,51,200,Healthcare,3.8,$30K-$53K,30000,53000,41500
1115,Kubota Tractor,Data Analyst,Mid,"Grapevine, TX",Grapevine,TX,Large,1001–5000,1001,5000,Manufacturing,3.6,$30K-$53K,30000,53000,41500
1116,Trinity Industries,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Enterprise,10000+,10000,10000,Manufacturing,2.9,$30K-$53K,30000,53000,41500
1117,Randstad Us,Data Analyst,Mid,"Plano, TX",Plano,TX,Large,1001–5000,1001,5000,Professional Services,3.7,$30K-$53K,30000,53000,41500
1118,L&T Infotech,Technical Data Analyst,Mid,"Irving, TX",Irving,TX,Enterprise,10000+,10000,10000,Technology,3.5,$30K-$53K,30000,53000,41500
1119,Federal Reserve Bank Of Richmond,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Large,1001–5000,1001,5000,Financial,3.6,$30K-$53K,30000,53000,41500
1120,Sphinix Solutions,Data Analyst,Mid,"Plano, TX",Plano,TX,Small,1–50,1,50,Technology,1.0,$30K-$53K,30000,53000,41500
1121,A-Line Staffing Solutions,Data Reporting Analyst,Mid,"Dallas, TX",Dallas,TX,Medium,501–1000,501,1000,Professional Services,4.1,$30K-$53K,30000,53000,41500
1122,Atmos Energy Corp.,Senior Data Analyst,Senior,"Dallas, TX",Dallas,TX,Large,1001–5000,1001,5000,Other Industries,3.8,$30K-$53K,30000,53000,41500
